Notes-App.apk,"android.permission.WRITE_EXTERNAL_STORAGE",thedorkknightrises.notes.ui.activities.SettingsActivity,true,<thedorkknightrises.notes.ui.activities.SettingsActivity: void localRestore(android.view.View)>,true,<thedorkknightrises.notes.ui.activities.SettingsActivity: void localRestore(android.view.View)>,false,null,trueNotiSender.apk,"android.permission.WRITE_EXTERNAL_STORAGE",com.noti.sender.-$$Lambda$MainActivity,false,null,true,<com.noti.sender.MainActivity: void onCreate(android.os.Bundle)>,false,null,false
NotiSender.apk,"android.permission.READ_EXTERNAL_STORAGE",com.noti.sender.-$$Lambda$MainActivity,false,null,true,<com.noti.sender.MainActivity: void onCreate(android.os.Bundle)>,false,null,false
NotiSender.apk,"android.permission.READ_EXTERNAL_STORAGE",com.noti.sender.MainActivity,true,<com.noti.sender.MainActivity: boolean isPermission(android.content.Context)>,true,<com.noti.sender.MainActivity: void onCreate(android.os.Bundle)>,false,null,true
NotiSender.apk,"android.permission.WRITE_EXTERNAL_STORAGE",com.noti.sender.MainActivity,true,<com.noti.sender.MainActivity: boolean isPermission(android.content.Context)>,true,<com.noti.sender.MainActivity: void onCreate(android.os.Bundle)>,false,null,trueodyssey.apk,"android.permission.READ_EXTERNAL_STORAGE",org.gateshipone.odyssey.artwork.BulkDownloadService,true,<org.gateshipone.odyssey.utils.PermissionHelper: android.database.Cursor query(android.content.Context,android.net.Uri,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String)>,false,null,false,null,false
odyssey.apk,"android.permission.READ_EXTERNAL_STORAGE",org.gateshipone.odyssey.activities.GenericActivity,true,<org.gateshipone.odyssey.activities.OdysseyMainActivity: void requestPermissionExternalStorage()>,true,<org.gateshipone.odyssey.activities.OdysseyMainActivity: void requestPermissionExternalStorage()>,true,<org.gateshipone.odyssey.activities.OdysseyMainActivity: void requestPermissionExternalStorage()>,true
odyssey.apk,"android.permission.READ_EXTERNAL_STORAGE",org.gateshipone.odyssey.fragments.MyMusicFragment,true,<org.gateshipone.odyssey.activities.OdysseyMainActivity: void requestPermissionExternalStorage()>,true,<org.gateshipone.odyssey.activities.OdysseyMainActivity: void requestPermissionExternalStorage()>,true,<org.gateshipone.odyssey.activities.OdysseyMainActivity: void requestPermissionExternalStorage()>,true
odyssey.apk,"android.permission.WRITE_EXTERNAL_STORAGE",org.gateshipone.odyssey.fragments.MyMusicFragment,false,null,true,<org.gateshipone.odyssey.activities.OdysseyMainActivity: void requestPermissionExternalStorage()>,false,null,false
odyssey.apk,"android.permission.READ_EXTERNAL_STORAGE",org.gateshipone.odyssey.artwork.network.artprovider.LastFMProvider,true,<org.gateshipone.odyssey.utils.PermissionHelper: java.util.List getFilesForDirectory(android.content.Context,java.lang.String,java.io.FilenameFilter)>,false,null,false,null,false
odyssey.apk,"android.permission.READ_EXTERNAL_STORAGE",org.gateshipone.odyssey.models.AlbumModel,true,<org.gateshipone.odyssey.utils.PermissionHelper: android.database.Cursor query(android.content.Context,android.net.Uri,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String)>,false,null,false,null,false
odyssey.apk,"android.permission.WRITE_EXTERNAL_STORAGE",org.gateshipone.odyssey.activities.OdysseyMainActivity,false,null,true,<org.gateshipone.odyssey.activities.OdysseyMainActivity: void lambda$requestPermissionExternalStorage$0$OdysseyMainActivity(android.view.View)>,true,<androidx.core.app.ActivityCompat: boolean shouldShowRequestPermissionRationale(android.app.Activity,java.lang.String)>,false
odyssey.apk,"android.permission.WRITE_EXTERNAL_STORAGE",org.gateshipone.odyssey.utils.ThemeUtils,false,null,false,null,true,<androidx.core.app.ActivityCompat: boolean shouldShowRequestPermissionRationale(android.app.Activity,java.lang.String)>,false
odyssey.apk,"android.permission.WRITE_EXTERNAL_STORAGE",org.gateshipone.odyssey.fragments.BookmarksFragment,false,null,true,<org.gateshipone.odyssey.activities.OdysseyMainActivity: void requestPermissionExternalStorage()>,false,null,false
odyssey.apk,"android.permission.READ_EXTERNAL_STORAGE",org.gateshipone.odyssey.fragments.SettingsFragment,true,<org.gateshipone.odyssey.activities.OdysseyMainActivity: void requestPermissionExternalStorage()>,true,<org.gateshipone.odyssey.activities.OdysseyMainActivity: void requestPermissionExternalStorage()>,true,<org.gateshipone.odyssey.activities.OdysseyMainActivity: void requestPermissionExternalStorage()>,true
